Theme #,Theme,Report
2,Equipment List,SDQ-MIA; A300 Aircraft. 2 Minimum Equipment List PLACARDS WERE PUT ON THIS Flight WHICH WERE ILLEGAL. 1 Minimum Equipment List AUTHORIZES (Minimum Equipment List 32-1) LNDG GEAR INDICATING PANEL MAY BE Inoperative; PROVIDED ALL VISUAL DOWN LOCKS (Minimum Equipment List 32-2) ARE OPERATIVE. IT STATES IT IS OK TO PLACARD 1 ITEM Intermediate Fix THE OTHER IS OPERATIVE BUT BOTH WERE PLACARDED. THE DISCREPANCY WAS FOUND BY THE Captain OF THE Flight WHO HAD 1 ITEM FIXED. DISPATCHER DID NOT DETECT THIS PROB BECAUSE EITHER OF THE PLACARDS REQUIRED DISPATCH NOTIFICATION.
2,Equipment List,"THIS WAS THE 5TH MORNING OF A 5 DAY TRIP. UPON ARRIVING AT THE Aircraft; PROCEEDED WITH PREFLT Check. CHKING THE ELECTRICAL System VERT(LY) Vertical; FOUND ALTERNATING CURRENT (Alternating Current) ESSENTIAL BUS PWRED BY BOTH Alternating Current BUS 1 AND 2 (NORMALLY ONLY PWRED BY Alternating Current BUS 1). THIS IS A GLASS COCKPIT Aircraft. CALLED Maintenance (Local AND OUR COMPANY). DURING THEIR TROUBLE-SHOOTING; ETC; CIRCUIT BREAKERS WERE PULLED AND ELECTRICAL Administration Power WAS REMOVED AND PUT ON THE Aircraft AT LEAST 3 TIMES. 1 (S,LY) Hour AND 10 MINS AFTER SCHEDULED DEP THE FAULTY COMPONENT HAD BEEN LOCATED; CHANGES WERE MADE AND WE WERE DISPATCHED UNDER THE APPLICABLE Minimum Equipment List. WE PUSHED BACK AT PM20 Local AND STARTED ENGS. THE PUSHBACK CREW WAS RELEASED AND I CALLED FOR THE BEFORE TAXI CHKLIST. WHEN THE First Officer  Heading HDG(S) CHKED THE STATUS PAGE OF THE Marker (CRT) IT SHOWED Inoperative System VERT(LY) Vertical OF AUTOPLT #2 AND Clear Air Turbulence  System III Inoperative. (MUST HAVE BOTH AUTOPLTS FOR Clear Air Turbulence  System III.) WE CHKED CIRCUIT BREAKERS IN AND CONSULTED OUR COMPANY OPERATING MANUAL; SPECIFIC PROBS PER Actual Time Of Arrival CODES FOR Aircraft System VERT(LY) Vertical. CONSULTED Minimum Equipment List AND FOUND WE COULD GO WITHOUT AUTOPLT #2. (WE ARE STILL JUST OUTSIDE OF GATE AREA WITH ENGS (2) RUNNING. LET ME DIGRESS SOME -- OUR COMPANY HAS SET FORTH SPECIFIC GUIDELINES IN OUR COMPANY Flight OPS MANUAL TO HANDLE SUCH SITS ACCORDING TO WHETHER YOU ARE AT THE GATE; HAVE PUSHED OFF THE GATE; OR AIRBORNE OR NOT. THIS IS FURTHER DEFINED ACCORDING TO WHETHER THE Minimum Equipment List ITEM IN THE Minimum Equipment List BOOK IS A 'BOXED' ITEM (BLACK LINE BORDER AROUND Minimum Equipment List NUMBER) OR NOT. ALL BOXED ITEM Minimum Equipment List'S REQUIRES A DIRECT LINK WITH OUR Flight DISPATCHER FOR HIS CONCURRENCE OF SAFETY OF Flight; ETC; AND HE MUST INCLUDE THE Minimum Equipment List ON THE RELEASE AND AMEND IT WITH SIGNATURE (DISPATCHER) AND DATE AND TIME OF AMENDMENT. OUR Flight OPS MANUAL STATES THAT THE DISPATCHER IS THE PERSON WHO MUST BE CALLED -- NOT Maintenance; SO THAT ONE CENTRAL PERSON IN CHARGE OF THE Flight CAN COORDINATE THE Situation Between US AND Maintenance. I WROTE AUTOPLT #2 Inoperative IN THE LOGBOOK AS REQUIRED. WE CONTACTED DISPATCH WITH THE PROB AND Minimum Equipment List THAT WE THOUGHT WE COULD DEPART UNDER. HE AGREED AND HE AMENDED OUR RELEASE TO INCLUDE THAT BOXED Minimum Equipment List. I HAD FILLED OUT AN Minimum Equipment List STICKER CONCERNING AUTOPLT #2; AND PLACED IT ACCORDING TO COMPANY GUIDELINES. THE Flight OPS MANUAL FURTHER STATES THAT Maintenance Control WILL GIVE ME THE REQUIRED Information TO FILL OUT THE SECOND HALF OF THE LOG PAGE -- THE Minimum Equipment List CORRECTIVE ACTION; WITH Maintenance EMPLOYEE NAME; EMPLOYEE NUMBER; ETC. THIS IS THE WHOLE POINT OF THIS PART OF THIS RPT. THE DISPATCHER DID NOT GET THIS Information FOR US (REQUIRED BY TIME OF LNDG) BEFORE OR AFTER DEPARTING. I SENT SEVERAL DETAILED MESSAGES TO DISPATCH AND Maintenance Control BY Automatic Communications Addressing & Reporting System DURING THE 2 1/2 (S,LY) Hour Flight WITHOUT EVER RECEIVING THIS REQUIRED Information. AT DEST (MSP) Aircraft WAS MET BY 2 Federal Aviation Administration INSPECTORS (TYPE UNKNOWN). COMPANY Maintenance MAN AT THE GATE SAID THEY WERE THERE TO INSPECT COCKPIT SIDE WINDOWS FROM A PRIOR WRITE- UP. WE HAD ANOTHER Flight TO FLY IN 40 MINS SO WE HAD TO LEAVE (Aircraft CHANGE). I DID HEAR THAT THE Aircraft WE BROUGHT IN WAS SENT TO THE HANGAR BY Federal Aviation Administration. SUPPOSEDLY TO FIX WINDOWS. I DON'T KNOW Intermediate Fix ANY ACTION WILL BE TAKEN DUE TO THE 'INCOMPLETE' LOG PAGE. FURTHER COMMENT: IN RETROSPECT; AUTOPLT #2 WAS PROBABLY Inoperative DUE TO Flight MGMNT AND GUIDANCE COMPUTER #2 WAS PROBABLY Inoperative. NOT KNOWN TO US UNTIL AFTER TKOF AND DURING CLBOUT OF PHX."
2,Equipment List,I PICKED UP MY DISPATCH RELEASE NOTING IT CONTAINED AN Minimum Equipment List AND PROCEEDED TO THE Aircraft. ARRIVING AT THE Aircraft MY First Officer  Heading HDG(S) HAD THE Minimum Equipment List BOOK OUT AND THE Minimum Equipment List LOOKED UP. SHE INFORMED ME THAT HER OPINION WAS THAT WE COULD NOT BE DISPATCHED WITH THIS Minimum Equipment List. I READ THE Minimum Equipment List AND AGREED WITH HER THAT I TOO INTERPRETED THE Minimum Equipment List TO NOT ALLOW DISPATCH. THE Minimum Equipment List ON THE RELEASE WAS AS FOLLOWS: Minimum Equipment List L #1 FUEL PUMP Inoperative. IN THE Minimum Equipment List BOOK THE Minimum Equipment List READS AS FOLLOWS: SINCE THERE IS NO WORD 'OR' Between THE 2 EXCEPTIONS; I BELIEVE THEY BOTH APPLY. IE: EXCEPTION ONE MEANS THAT NO PUMPS MAY BE Inoperative WHEN JP4 IS USED. EXCEPTION TWO MEANS Intermediate Fix JP4 IS NOT USED THEN ONE #2 PUMP MAY BE Inoperative. Maintenance Control DISPATCH; AND OUR A320 FLEET Manager ASSURED ME IT WAS OK TO DISPATCH. THEIR Interpretation  Medium Intensity Approach OF THE Minimum Equipment List WAS THAT EXCEPTION ONE MEANT THAT YOU COULD HAVE ANY ONE PUMP Inoperative AS Longitude AS JP4 WAS NOT USED. THEY BELIEVED THAT EXCEPTION TWO; 'ONE PUMP #2 MAY BE Inoperative;' ONLY APPLIED WHEN JP4 IS USED. I THINK YOU CAN CLEARLY SEE THAT THIS Minimum Equipment List IS OPEN TO Interpretation  Medium Intensity Approach. IT IS UNACCEPTABLE TO HAVE AN Minimum Equipment List THAT IS OPEN TO Interpretation  Medium Intensity Approach. VERY RELUCTANTLY I OPERATED THE Flight. ALTHOUGH I BELIEVED THAT IN ALL PROBABILITY THAT I COULD COMPLETE THE Flight SAFELY I STILL BELIEVE THAT I WAS DISPATCHED INCORRECTLY.
2,Equipment List,DURING COCKPIT SET-UP I DISCOVERED THE #1 FUEL USED (TOTALIZER) ON THE LOWER Marker Engine PAGE HAD AN AMBER LINE THROUGH IT. THIS; ALONG WITH A 'ZERO' INDICATION; LED ME TO SUSPECT IT WAS Inoperative. Maintenance IN <Airport  (Domestic)> WAS CALLED; AND THEY DISPATCHED AN Air Carrier Service International Civil Aviation Mechanic TO LOOK AT IT. THE Captain LOOKED UP THE DISCREPANCY IN THE Minimum Equipment List BOOK. THE Air Carrier Service International Civil Aviation Mechanic PERFORMED THE REQUIRED System VERT(LY) Vertical TESTS; AND SIGNED OFF THE DISCREPANCY IN THE LOGBOOK. THE DISPATCHER IN COMPANY Maintenance REGISTERED THE Minimum Equipment List AND SIGNED OFF THE COMPANY RADIO FREQ. WHILE THE Captain WAS RESEARCHING THE Minimum Equipment List; I RECALL HIM SAYING SOMETHING LIKE 'Intermediate Fix THE FUEL USED INDICATION IS BAD; THE FUEL FLOW IS ALSO GOING TO BE Inoperative.' I THOUGHT THE TWO WERE RELATED; AND THE RELIEF PROVIDED BY THE Minimum Equipment List FOR THE FUEL USED INDICATION ALSO APPLIED TO ANY FUTURE FUEL FLOW INDICATION PROB. WHEN WE STARTED THE #1 Engine; THE #1 FUEL FLOW INDICATOR ON THE UPPER Marker WAS NOT FUNCTIONING. WE TAXIED OUT AND TOOK OFF WITH THE FUEL FLOW INDICATOR Inoperative. I DIDN'T THINK TO QUESTION IT BECAUSE I THOUGHT Minimum Equipment List RELIEF WAS PROVIDED WITH THE PREVIOUS FUEL USED INDICATOR WRITE-UP. ALSO; THE Captain'S COMMENTS WHILE HE HAD THE Minimum Equipment List BOOK OPEN; IE; 'THE FUEL FLOW WILL PROBABLY BE Inoperative ALSO' LED ME TO BELIEVE WE HAD Minimum Equipment List RELIEF. DURING CRUISE; THE Captain LOOKED THROUGH THE Minimum Equipment List BOOK AGAIN AND CAME TO THE CONCLUSION THERE WAS NO Minimum Equipment List RELIEF FOR AN Inoperative FUEL FLOW GAUGE. WE HAD POSSIBLY TAKEN OFF WITH A NO-GO ITEM.
2,Equipment List,"WE HAD AN Aircraft WITH AN Marker Message L SPOILER #4 FAULT. AFTER TRYING TO DO THE RESET PROC IT DID NOT WORK. WE NOTED THAT THE RESET PROC HAD BEEN PREVIOUSLY ACCOMPLISHED. AT THIS WE TALKED TO Maintenance Control Center AND DECIDED TO PLACE THEM ON Minimum Equipment List. WE ACCOMPLISHED THE Minimum Equipment List LOCKOUT PROC AND HAD THE Flight Crew VERIFY THIS BY AN OPS Check WHICH WAS SUCCESSFUL BECAUSE THE SPOILERS DID NOT RAISE. THE Aircraft HEADED TO XXX FROM <Airport  (Domestic)> AND ON HIS WAY INTO XXX THEY DECLARED AND EMER BECAUSE THE L #4 SPOILER CAME UP ABOUT 2 IN. THEY LANDED WITHOUT INCIDENT AND AFTER TAXI TO THE GATE Maintenance SAID THAT L #4 SPOILER WAS NOT COMPLETELY HYDRAULICALLY LOCKED OUT. IT WAS ELECTRICALLY AND THE RIGHT SIDE WAS FINE. THE PROB I HAD WAS THE Minimum Equipment List PROC WAS NOT EXPLICIT ON WHAT THEY MEANT BY THE Maintenance DEVICE BEING IN THE 'M' Maintenance POSITION OR THE STATEMENT (UNTIL IT CONTACTS THE 'O' STOP). THERE ARE FIGURES BUT NOTHING SHOWING 'M' POSITION OR 'O' STOP. AT THIS; ALONG WITH OTHERS GATHERED AROUND WE AGREED WHAT THE Minimum Equipment List MEANT AND BY VERIFYING SPOILER LOCK OUT BY THE Flight Crew OP WE FELT WE DID IT PROPERLY. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING Information: THE RPTR STATED THE PROC WAS ACCOMPLISHED PER THE Minimum Equipment List REQUIREMENTS BUT A LOT OF DISCUSSION AND CONCERN WAS EXPRESSED ABOUT WHAT WERE THE 'O' AND 'M' POSITIONS AS NO MARKINGS WERE ON THE ACTUATOR HOUSING. THE RPTR SAID THE PROC TO DEACTIVATE THE SPOILERS WAS ACCOMPLISHED AND THE L AND R SPOILERS REMAINED LOCKED DOWN. THE RPTR STATED THAT ON THE GROUND IN XXX THE DIVERSION STATION THE SPOILERS WERE AGAIN CHKED AND #4 L AND R REMAINED DOWN. THE RPTR REQUESTED CLARIFICATION FOR THE Minimum Equipment List PROCS BE INITIATED. SUPPLEMENTAL Information FROM ACN 509497: Minimum Equipment List'D #4 Flight SPOILER ON L WING EXTENDED IN Flight; UNCOMMANDED. UNABLE TO RETRACT. DECLARED Flight Control EMER AND LANDED XXX; RWY 36L. IT WAS DISCOVERED WHEN A/P ENGAGED; AS Automatic RUDDER TRIM BEGAN TO FUNCTION. CONTRIBUTING FACTORS INCLUDE A RECENT Minimum Equipment List; MECHANICS WHO HAD JUST FINISHED WORKING ON SPOILER PANEL TO Minimum Equipment List IN RETRACTED Position WHO SEEMED CONFUSED BY THEIR PROC. THEY INDICATED THAT THE Minimum Equipment List BOOK HAD POORLY WORDED INSTRUCTIONS. CALLBACK FROM ACN 509497: THE RPTR STATED THE #4 L SPOILER WAS FULLY DEPLOYED AT Flight LEVEL 28000 Feet/Foot WITH NO Flight Control WARNING. THE RPTR SAID AN EMER WAS DECLARED AND DIVERSION WAS MADE TO XXX. THE RPTR STATED XXX TECHNICIANS CHKED THE #4 L AND R Flight SPOILERS ON THE (S,ED AND BOTH REMAINED LOCKED DOWN. THE RPTR STATED THE TECHNICIANS IN <Airport  (Domestic)> COMMENTED ON THE Minimum Equipment List PROCS FOR LOCKING THE SPOILERS DOWN BEING POORLY WORDED."
2,Equipment List,"AT Approximately 110 KTS; RECEIVED WARNING. CONTINUED TKOF AND CONTACTED Maintenance Control AND DISPATCH RECOMMENDED WE RETURN TO PHX. DECLARED AN EMER AND LANDED NORMALLY PHX. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING Information: CREW WAS FLYING AN AIRBUS A320 Aircraft. THEY WERE DISPATCHED WITH AN 'AVIONICS System VERT(LY) Vertical FAULT' Marker WARNING Minimum Equipment List'ED Inoperative. THE AVIONICS RACK HAS AN OUTFLOW VALVE THAT IS FULL OPEN ON THE (S,ED FOR PROPER AVIONICS COOLING. AT LIFTOFF; THE VALVE EITHER PARTIALLY CLOSES OR FULLY CLOSES DEPENDING ON TEMP. THE Aircraft CANNOT PRESSURIZE WITH THIS VALVE FULLY OPEN. THIS VALVE DID NOT CLOSE AS IT WAS SUPPOSED TO LEAVING THE Aircraft UNABLE TO PRESSURIZE."
2,Equipment List,Flight ABCD; <Airport  (Domestic)>-CCS; WAS DISPATCHED WITH AN Inoperative THRUST REVERSER CONTRARY TO Minimum Equipment List RESTRS AND I FAILED TO CATCH THE ERROR. WHILE CHKING THE Minimum Equipment List FOR RESTRS DUE TO THE WRITE-UP; I WAS INTERRUPTED BY THE International Civil Aviation Mechanic IN THE COCKPIT PUTTING A PLACARD ON THE REVERSER LIGHT AND MISSED THE LATIN AMERICAN RESTR ON DISPATCH BELOW THE MAIN Minimum Equipment List Information. HAVING CHKED THE RWY LENGTH IN CCS AS WELL AS THE Weather AND RWY LENGTHS AT THE ALTERNATE; I WAS NOT OVERLY CONCERNED WITH THE LOSS OF USE OF ONE REVERSER; AS WE HAVE BEEN DISPATCHED WITH THIS CONDITION ON SEVERAL OCCASIONS IN THE PAST. THE Aircraft HAD JUST COME IN FROM CCS; SO I HAD NO REASON TO THINK IT COULD NOT RETURN THERE. MY MISTAKE WAS IN NOT CONTINUING TO GLEAN ALL THE Information FROM THE Minimum Equipment List AFTER THE INTERRUPTION. I DO NOT REMEMBER Intermediate Fix THE Inoperative REVERSER WAS ON THE Flight PLAN; BUT I DO REMEMBER GETTING TO THE COCKPIT AFTER CUSTOMS CLRED THE Aircraft AND REMARKING ABOUT ALL THE PLACARDS IN THE LOGBOOK. I ALSO REMEMBER NOTICING THE SIGN-OFFS IN CCS. IT WAS NOT UNTIL THE DISPATCHER INFORMED ME ON AUG/TUE/01; OF OUR MISTAKE THAT I REALIZED WHAT HAD HAPPENED. AT NO TIME DID I CONSIDER THE CONDITION TO BE OF SERIOUS CONSEQUENCE AND STILL WONDER Intermediate Fix THE RESTR SHOULD BE SELECTIVELY APPLICABLE RATHER THAN GEOGRAPHICALLY BLANKETED. WHY IS A DOMESTIC SHORTER RWY SAFER THAN AN International VERY Longitude RWY. SUFFICE IT TO SAY THAT I FAILED TO READ THE ENTIRE Minimum Equipment List ITEM WHICH WOULD HAVE PREVENTED DEPARTING MIA WITH THIS CONDITION.
2,Equipment List,WE HAD AN INCIDENT IN OUR AIRLINE TODAY WHERE WE HAD TO PLACE AN Minimum Equipment List ON AN AIRBUS FOR A FAULTY SKIN AIR OUTLET (EXTRACT) VALVE. I HAD NOT DONE THIS VALVE BEFORE BUT HAD PLACED Minimum Equipment List'S ON SIMILAR VALVES. THIS PROB CAME UP AROUND DEP TIME SO THERE WAS AN ADDED SENSE OF PRESSURE. IN THE Minimum Equipment List BOOK UNDER 21-2604 WE FOLLOWED THE PROCS AND DISPATCHED THE Aircraft; AFTER DEPARTURE THE Aircraft COULD NOT PRESSURIZE AND WROTE SO IN THE LOGBOOK. WE FOUND OUT THAT STEP 5 IN OUR Minimum Equipment List BOOK IS LABELED WRONG. IT SAYS TO TURN THE HANDLE CLOCKWISE UNTIL THE INTERNAL FLAP IS FULLY OPEN. WHERE IN REALITY THE HANDLE MUST BE TURNED COUNTERCLOCKWISE TO CAUSE THIS TO HAPPEN. SO THE FOLLOWING NOTE THAT DESCRIBES THE VALVE MOVEMENT WITH THE HANDLE IN THE NEXT STEP WAS MISINTERPRETED BY US CAUSING THE VALVE TO BE OPEN AND THUS CAUSING THE UNPRESSURIZED CONDITION. WE ARE GETTING TOGETHER WITH OUR TECH CENTER TO MAKE THEM AWARE OF THIS MISPRINT IN THE Minimum Equipment List MANUAL. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING Information: THE RPTR STATED THAT USING THE Minimum Equipment List SPECIAL PROCEDURE FOR RENDERING THE SKIN AIR OUTLET VALVE INOPERATIVE IS NOT CORRECT. THE RPTR SAID STEP 5 IS WRONG AND WILL CAUSE THE CABIN NOT TO PRESSURIZE AS THE VALVE WILL BE OPEN. THE RPTR STATED TECHNICAL PUBLICATIONS HAS BEEN ADVISED OF THE NEED FOR REVISION.
2,Equipment List,ON JUN/SAT/02; AN Minimum Equipment List PLACARD WAS ISSUED ON Aircraft. Minimum Equipment List #75-3A FOR AN AIRBUS 300 WAS GIVEN FOR A TURBINE ACTIVE Clearance System VERT(LY) Vertical -- HIGH PRESSURE Inoperative. WHEN REVIEWING THE PIREP WHICH WAS A Maintenance ENTRY; I NOTICED THAT THE DISCREPANCY WAS THAT A MANIFOLD WAS DAMAGED ON THE 4H Engine LOW PRESSURE TURBINE CASE COOLING System VERT(LY) Vertical. I IMMEDIATELY CONTACTED <Airport  (Domestic)> Maintenance TO CONFIRM THE Maintenance ENTRY WAS FOR THE LOW PRESSURE TURBINE CASE COOLING INSTEAD OF THE HIGH PRESSURE COOLING System VERT(LY) Vertical. THEY ASSURED ME THAT THE ITEM WAS WRITTEN CORRECTLY AND THAT THE PLACARD WAS FOR THE HIGH PRESSURE System VERT(LY) Vertical. I CONFRONTED THE TECHNICIAN SPECIALIST WHO ISSUED THE PLACARD AND PROCEEDED TO CHANGE (CORRECT) THE Minimum Equipment List REF TO READ 75-3B INSTEAD OF 75-3A. IN THE PROCESS OF CREATING AN ACTION TO BE TAKEN ITEM TO CORRECT THE PROB; I NOTICED THAT THE BRACKET WAS REMOVED AND STORED ON THE Information LINE THAT THE International Civil Aviation Mechanic HAD INSERTED TO HELP IN CURING THE PROB. FROM ALL THIS AND AFTER FURTHER REVIEW; A FELLOW TECHNICIAN NOTICED THE HIGH PRESSURE MANIFOLD HAD A HOLE IN IT; WHICH COULD BE REPAIRED AND THAT THE LOW PRESSURE MANIFOLD BRACKET WAS DAMAGED (CRACKED). THE Aircraft WAS IMMEDIATELY TAKEN OTS FOR REPAIRS AT <Airport  (Domestic)>. THE POINT IS THAT THE WRONG Minimum Equipment List WAS ISSUED BUT CORRECTED AT THAT TIME. THE DAMAGE WAS ON THE HIGH PRESSURE MANIFOLD WHICH HAS BEEN CORRECTED NOW AND THAT THE Aircraft IS OK FOR SVC UNDER THE CORRECT Minimum Equipment List 75-3B WHICH FROM MY OPINION SHOULD HAVE BEEN MORE SCRUTINIZED BEFORE BEING ISSUED BY MY FELLOW TECHNICIAN BECAUSE NOW IT HOLDS ME RESPONSIBLE; SINCE I CORRECTED THE FIRST ISSUED Minimum Equipment List AND THE ATBT FOR THE PROB.
2,Equipment List,"WHEN I PULLED UP THE Flight PLAN; THERE WAS AN Minimum Equipment List REF TO THE KRUGER FLAP System VERT(LY) Vertical. I BELIEVE IT WAS Minimum Equipment List 27-10. THE TPS WAS LOCKED OUT; AND UPON CALLING DISPATCH; HE INDICATED HE WANTED TO ADVISE ME OF THE V SPD AND WT ADJUSTMENTS REQUIRED BY THE Minimum Equipment List. UPON Arrival, Arrive AT THE Aircraft; A LOGBOOK REVIEW INDICATED A KRUGER PROB; AND IT WAS SIGNED OFF DEFERRED IN ACCORD WITH Minimum Equipment List 27-10 STATING THE KRUGER FLAPS WERE DEACTIVATED PER MPM 27-10. THE PLACARD NEAR THE KRUGER LIGHT INDICATED THE KRUGER System VERT(LY) Vertical WAS Inoperative AND THAT THE KRUGER LIGHT WOULD BE ON. DEPARTED <Airport  (Domestic)>; AND THE Aircraft NEEDED AN UNUSUAL; BUT NOT EXTREME; AMOUNT OF AILERON TRIM TO HOLD LEVEL Flight. DURING CRUISE; THE Marker ANNUNCIATED A KRUGER FAULT. THE Marker INDICATED Maximum SPD 300/.65 KRUGER NOT RETRACTED/OR WORDS TO THAT EFFECT. FUEL CONSUMPTION INCREASED. AT THIS TIME; THERE WAS NO NOTICEABLE CHANGE IN Flight CHARACTERISTIC THAT WOULD LEAD ONE TO BELIEVE A KRUGER HAD EXTENDED. THE Aircraft WAS DISPATCHED WITH THE KRUGER System VERT(LY) Vertical PLACARDED Inoperative AND WITH THE KRUGER LIGHT ON. THE QUESTION BECAME -- IS THE Marker MESSAGE A VALID INDICATION OF A CHANGE IN THE KRUGER FLAP STATUS OR SOMETHING NORMALLY EXPECTED WITH THE Maintenance PROC THAT TOOK THE KRUGER OTS? THE AILERON TRIM CONDITION MIGHT HAVE BEEN DUE TO AN EXTENDED KRUGER OR IT MIGHT BE DUE TO AN OUT OF RIG AILERON TRIM. NOW; THE Aircraft IS IN CRUISE FLYING 'NORMALLY.' CAN'T SEE THE KRUGERS AND FUEL CONSUMPTION IS NORMAL. ELECTED TO ASK THE QUESTION -- VIA High Frequency PHONE PATCH TO DISPATCH AND TECH -- IS THE Marker INDICATION TO BE EXPECTED WITH A PLACARDED KRUGER System VERT(LY) Vertical. SEEMS WE COULD NOT ANSWER THAT QUESTION FOR CERTAIN. VOLUME Sequenced Flashers (Cat  Config); PAGE 22; Flight CTLS; PARAGRAPH 5 'KRUGER LIGHT; AMBER' INDICATES THAT AN Marker MESSAGE WILL BE DISPLAYED ASSOCIATED WITH THE AMBER KRUGER LIGHT. THAT SAME LIGHT THE Minimum Equipment List TELLS ME WILL BE ON. AFTER SOME DISCUSSION WITH Maintenance Control; DISPATCH AND MY First Officer  Heading HDG(S); I ELECTED TO CONTINUE AND EVALUATE FUEL AND OPTIONS AT EACH WAYPOINT. CONTINUING ALLOWED FOR LOWER LNDG WT AND; HENCE; LOWER APCH SPD IN THE EVENT THE TRIM CONDITION WAS A FACTOR. THE Flight PROCEEDED UNEVENTFULLY THEREAFTER TO <Airport (Foreign)>; WHERE I WROTE UP THE OUT-OF-TRIM CONDITION AND THE Marker Information. CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING Information: THE RPTR STATED THE TRIM RPT WAS WRITTEN IN THE LOGBOOK AT THE Flight TERMINATION AND THE Maintenance ACTION IS UNKNOWN. THE RPTR SAID IT WAS BELIEVED THE TRIM ACTUALLY WAS AN INDICATION PROB."
2,Equipment List,"DURING PREFLT OF Flight; Maintenance INSISTED ON Minimum Equipment List'ING THE #2 Engine FIRE LIGHT ON THE 'Engine' PANEL. THE INBOUND CREW HAD WRITTEN THE LIGHT UP AS COMING ON INTERMITTENTLY INFLT WITH NO OTHER FIRE INDICATIONS. Engine #2 HAD 3 OTHER Minimum Equipment List'S MOSTLY ASSOCIATED WITH THE BLEED System VERT(LY) Vertical. THE Engine #2 FIRE TEST FUNCTIONED NORMALLY ON THE (S,ED; AND TESTED OK VIA THE MCDU; BUT Maintenance WOULD NOT SIGN OFF ON THE FIRE LIGHT CITING A 'System VERT(LY) Vertical' OR 'GNDING PROB.' I TOLD THE Captain THAT I WAS NOT COMFORTABLE FLYING WITH A FIRE LIGHT COMING ON BUT Minimum Equipment List'ED AS 'Inoperative.' THE Captain AND Maintenance BOTH PRESSURED ME TO FLY. I CALLED THE CHIEF (S,'S) Pilot WHO TOLD ME IT WAS OK TO FLY IT. I FEEL STRONGLY THAT Air Carrier Service IMPROPERLY APPLIED A FIRE WARNING LIGHT TO A FIRE DETECTION System VERT(LY) Vertical THAT MAY OR MAY NOT HAVE BEEN FUNCTIONING CORRECTLY. I WOULD LIKE TO KNOW Following are standard  Encode and Decode terms. OFFICIAL Position ON THIS Minimum Equipment List Intermediate Fix THEY FEEL IT WAS APPLIED CORRECTLY?"
2,Equipment List,Minimum Equipment List WAS ISSUED AGAINST LNDG GEAR WARNING AND DETECTION System VERT(LY) Vertical; 32-4. PROB WAS LNDG GEAR WOULD NOT RETRACT IN #2 Position. Minimum Equipment List WAS ISSUED AT DIRECTION OF B757 TECHNICIAN SVCS SUPVR.
2,Equipment List,Aircraft RELEASED ORIGINALLY WITH Minimum Equipment List (CARGO DOOR OPEN ELECTRICAL System VERT(LY) Vertical). FOUND DOOR CIRCUIT BREAKER PULLED AND COLLARED. RADIO TALKED TO Maintenance Control. THEY SAID IT WAS FINE AND PART OF PROC. 5 MINS LATER; AFTER REREADING Minimum Equipment List; CALLED AGAIN AND ASKED AGAIN Intermediate Fix IT WAS CORRECT SINCE IT WAS NOT IN DOCUMENT. Maintenance Control; A BIT MIFFED AT ME FOR THE CHALLENGE; TRIED TO TELL ME IT WAS THEIR PROC AND REAFFIRMED ALL WAS FINE. WHEN TRYING TO CLOSE CARGO DOORS BY THE Minimum Equipment List PROC; THE System VERT(LY) Vertical WOULD NOT WORK (OBVIOUSLY WITH Control CIRCUIT BREAKER PULLED). I CALLED BACK AND SAID THAT I WANTED Maintenance OUT TO Aircraft TO EITHER DO Minimum Equipment List AS PER BOOK OR TO GIVE DIFFERENT Minimum Equipment List. DURING THE Longitude DELAY; Maintenance TRIED SEVERAL COMBINATIONS WHICH WOULD NOT WORK. EVENTUALLY; THEY HAD TO COMMUNICATE WITH Federal Aviation Administration. (Aircraft HAD BEEN FLYING FOR 2 DAYS LIKE THIS.) Maintenance FINALLY ADDED Minimum Equipment List FOR ELECTRICAL PUMP AND TOLD ME THEY WERE KEEPING OLD Minimum Equipment List. IN FACT; WE WERE FORTUNATE TO OBSERVE THEY CHANGED THE OLD Minimum Equipment List SLIGHTLY AND DID NOT TELL US. AFTER THE NEW Minimum Equipment List; IT WAS 2 LOG PAGES BACK AND HARD TO SEE AS TAGS WERE IN SAME PLACE AND LOOKED SAME. WE DID REQUEST TO DISPATCH Minimum Equipment List CHANGES AND ADDITIONS AND RECEIVED Automatic Communications Addressing & Reporting System AMENDMENTS. HOWEVER; WHEN TAKING THE NEXT LEG OUT WITH SAME Aircraft IN <Airport>; THE OLD Minimum Equipment List WAS ON RELEASE AND NOT THE NEW ADDITION. MY CONCERN IS THAT THEY MIGHT NOT HAVE ACTUALLY BEEN ADDED TO RELEASE CORRECTLY AS PER NORMAL PROCS. ALL IN ALL; VERY FRUSTRATING; AND CAUSED A WHOLE PLANE TO MISS CONNECTIONS. IN ADDITION; IT WAS NOT CORRECT FOR THE PREVIOUS 2 DAYS. IN ADDITION; THE PROC FOR A CARGO DOOR OPENING SWITCH ON FOR AIRBUS NEEDS TO BE LOOKED AT AND HAVE SOME PROPER Minimum Equipment List RATHER THAN A COMBINATION THROWN TOGETHER.
