UMAP-1,UMAP-2,Theme #,Theme,Snippet
4.5429435,7.2265964,1,Engine,ELEC BAT 1 FAULT Marker at cruise approximately. Maintenance Control advised that we could not continue to [the destinat…
6.5316377,1.8994416,1,Engine,Power application; takeoff roll; and initial climb with reduced FLEX EPR were totally normal in every respect. After rea…
5.594466,-1.5478741,1,Engine,During the last phase of climb and about to reach FL340; the aircraft passes through a zone of light turbulence (without…
4.999673,0.56461525,4,Feet,Severe turbulence encounter approximately 100 nm east at FL280. Encountered a 10-15 second period of severe turbulence. …
6.5411887,-2.3839016,4,Feet,Before flight was able to push back; they lost all yellow Hydraulic fluid and Maintenance (MX) was called out. After spe…
4.3573165,-1.489708,4,Feet,Flight to CLT; cruising 22000 feet for about 5 minutes. We were told by Washington Center due to traffic; climb and main…
1.316448,2.5994844,3,Odor,Prior to boarding we were told by Captain to hold off on boarding passengers as we may have a major hydraulic leak (as I…
4.2516437,-1.7050292,4,Feet,As has happened several times since I have been using our EFB; the Jepp program became unusable in flight. This has occu…
4.7402477,-1.393552,4,Feet,Tracking on the Standard Terminal Arrival Route; downwind to Runway XY; Terminal Radar Approach Control Facility  gave u…
2.3797724,4.0273952,1,Engine,After climbing through 10;000 feet; the 1st FA called and notified me that the forward mid cabin temperature was being r…
2.9031842,5.146511,2,Equipment List,We reported to the aircraft; reviewed the paperwork; the log book and noted Minimum Equipment List[for] Fwd Lav Deactiva…
1.8712451,2.8766725,3,Odor,Just before reaching the gate the emergency all call light chimes were flashing and chiming. I picked up the interphone …
0.53627616,2.7931333,3,Odor,Early in boarding; ground air was unable to cool the plane; began using Auxiliary Power Unit w/air conditioning packs. I…
6.859306,-0.12327777,1,Engine,During pushback; the Number 1 yaw damper lever tripped off; and we performed a successful system reset in accordance wit…
2.9500992,0.12017149,1,Engine,I was the pilot monitoring. This flight was dispatched using Minimum Equipment List 21-40 for the inop left pack. [In fl…
5.069493,-1.3080212,4,Feet,<Airport> has a complex departures procedure which requires extensive briefing. A portion of the departure procedure is …
0.7543835,1.7378169,3,Odor,Upon entering aircraft; the entire cabin crew and flight deck crew smelled a mixture of pungent odors of fuel; fish; and…
4.4985175,3.6817207,1,Engine,Ground crew did their pre-departure walk around plane inspection and found nose gear leg door loose. They tried to fix i…
8.586489,5.5528793,1,Engine,Normal flight and landing. Landed in touchdown zone and exited at second high speed taxiway. Normal braking was observed…
2.4254024,1.950548,1,Engine,Cruise flight deviations for weather and trying to top weather number one engine rolled back two times briefly. One brie…
6.553472,-2.4048734,1,Engine,We were on final approach to <Airport  (Domestic)> for the Compass Locator At  Outer; descending normally through about …
0.41756755,2.3331099,3,Odor,['Dirty sock' fumes were] initially identified in cabin and then cockpit. Turned off Pack 2 and did not improve air qual…
3.18495,4.677133,2,Equipment List,The First Officer discovered a large crack in the cowling of aircraft. We took a picture and sent it over to maintenance…
3.0595317,0.048152763,4,Feet,Shortly after completion of the After Takeoff Checklist at approximately 4;000 feet Association Mean Sea Level; we recei…
1.3793057,1.8744888,3,Odor,During taxi in after arriving we received a call from the cabin. The flight attendant stated that a food service cart ha…
5.783884,3.2575533,1,Engine,We shut down the right engine while the engine was in idle reverse and the reverser did not stow correctly. We did not r…
8.106309,0.13866022,1,Engine,Area Navigation approach to Runway 12 Visual Meteorological Conditions. Normal managed Area Navigation approach profile …
3.3575099,-0.00501969,1,Engine,During climb out around 7;000 feet; we got and Marker that stated DC ESSN bus on Battery. I asked The First Officer  Hea…
6.2644863,-0.32815817,1,Engine,After traversing a weather front that was around our departure airport and climbing to FL360; we were still deviating an…
6.249857,-2.1918738,1,Engine,<Airport  (Domestic)> Runway XY. Performing a Flight Confidence Check. Air Traffic Control cleared us for a Cat lll appr…
6.355143,1.880349,1,Engine,After beginning descent along the planned vertical profile; throttles at idle; Marker annunciated Engine 2 Compressor Va…
2.1958034,3.946936,1,Engine,On our flight; during cruise and approximately 90 minutes into the flight. Both [the] First Officer and I experienced a …
6.589504,2.685672,1,Engine,On takeoff both engines recorded an EGT max temp exceedance. Plane had a history for engine 1. Once out of the takeoff p…
7.609737,4.607851,1,Engine,On final approach prior to the FAF; the Pilot Flying called for the landing gear down. I lowered the landing gear handle…
5.312706,-0.75188774,4,Feet,While on vectors for visual approach we were cleared to 3000 feet and on a heading to join the localizer. The heading wa…
2.764904,2.0071774,1,Engine,Immediately after takeoff; Tower reported seeing smoke from the left engine. Crew checked all flight indicators and inst…
0.953973,2.2979534,3,Odor,Flight Attendant A advised of a smell in cabin. Cockpit crew smelled it also. We had just flown [here] with no issues. N…
2.6770368,3.3530948,1,Engine,During cruise; noted several pressurization bumps - cabin vertical speed of 450 to 500 fpm. No faults or Marker messages…
4.1642685,7.477814,1,Engine,At FL320 I did a fuel check and noticed we only had 4900lbs in outer tanks...so we were burning from those tanks while i…
3.136716,2.4318728,1,Engine,At V1 a loud warning/alarm was emanating from the overhead panel with no associated Marker.  The takeoff was continued a…
0.6544525,3.590633,3,Odor,Engine 1; 2 FADEC Ground Power Switches were left on by maintenance. Both are guarded switches on the overhead panel whi…
7.0585194,4.5850267,1,Engine,At FL350 we got a Standby Pitot Marker; followed later by L/G Shock ABS Fault Marker.  Very shortly after; we lost both …
0.6186744,1.7743118,3,Odor,Shortly after takeoff flight attendant 1 (forward cabin area) called to the aft cabin where flight attendant 2 (reporter…
2.943186,5.075089,2,Equipment List,Flight duty started as normal and waited for aircraft to arrive at the gate. Aircraft arrived on time and after deplanin…
2.8824883,5.086061,2,Equipment List,Out of service placard for 'ALT R BRAKES RELEASED' Marker installed in aircraft. After crew inspected logbook it was not…
3.0182421,3.1972864,3,Odor,Today at XA:15 local time; I was assigned a right start on an aircraft. At approximately XA:45 the flight crew notified …
1.9264601,2.0423644,3,Odor,At cruise altitude of FL370 the #2 left inner tank pump faulted. We turned it off and began to search for an associated …
3.3841527,4.090909,2,Equipment List,The logbook was not on the aircraft when I arrived at the aircraft. I was told that there was a problem with passenger l…
7.569162,4.5901976,1,Engine,Turning final the landing gear failed to come down when the lever was selected down. I asked the First Officer  Heading …
7.362176,4.704371,1,Engine,After takeoff on climb out; noticed Captain's PFD had a speed limit tape at 270 knots. Looked at gear indication and not…
8.072147,3.250881,1,Engine,Hydraulic engine 2 yellow pump low pressure. Hydraulic quantity almost completely gone. Contacted dispatch. [Landed at a…
3.840659,5.864187,4,Feet,During morning pre-flight; side stick gust locks noted installed. Never seen before and both Captain and First Officer  …
6.0052447,0.33164042,4,Feet,Approximately 20 minutes into flight Class I Marker Autoflt AP OFF; Autoflt A/Thrust OFF; Autoflt Rudder Travel Limit 1 …
6.207735,1.0169232,1,Engine,I was the pilot flying on this leg. We were on the departure route climbing through 4000 feet [and] as I began the left …
5.805623,0.6499366,1,Engine,During climb at approximately 15;000 feet we received an Marker for FCU (Flight Control Unit) 1 and 2 FAULT. As the Capt…
7.9836593,3.2243989,1,Engine,While at FL350; hydraulic 'G' engine 1 pump low pressure. We went through Marker procedure and North N Quick Reference H…
6.571266,-2.4345222,4,Feet,We were told to cross MOSIE at 250 and 8000. Just prior to leveling off at 8000 and a few miles from MOSIE we received a…
4.5129485,-1.593152,4,Feet,With past experience we knew of this problem and corrected our flight path. The A321 has a problem making altitude restr…
8.345279,3.1918533,1,Engine,During cruise flight; we received a Hydraulic Y RSVR LO LVL Marker. As Pilot Flying; I kept aircraft controls and Air Tr…
5.6230106,0.97636956,4,Feet,While climbing through FL330 our jumpseater directed our attention to my windshield which was sparking on the upper edge…
4.2488093,4.1535125,1,Engine,During pushback the Captain informed Dispatch of a cargo door problem. As the Dispatcher was communicating with the crew…
0.24401636,1.6792423,3,Odor,At approximately 10;000 feet noticed odor in cockpit and mentioned it to the First Officer who confirmed presence. Smell…
0.530661,4.386001,2,Equipment List,Shortly after takeoff our #2 generator dropped offline followed by an Oil Lvl Low IDG2 Marker message. We completed the …
4.58839,3.4184253,2,Equipment List,Automatic Communications Addressing & Reporting System printer was turned off.  Aircraft unable to receive messages; in …
6.203797,6.400506,1,Engine,[The aircraft] departed; then taxied out towards [the runway] when he pulled off the taxiway and called for maintenance …
8.230123,4.8069086,1,Engine,Pushed off gate with normal indications. Taxi to Runway 36. Marker brakes and nosewheel steering Inoperative. Reset nose…
6.6263733,1.9994378,1,Engine,Just started our descent into <Airport  (Domestic)>. Got Engine 2 AIR System VERT(LY) Vertical Fault. Had put the #2 thr…
7.968384,0.2735173,1,Engine,I performed a post maintenance test flight of Aircraft X. All preflight items; taxi; and takeoff were normal. During the…
4.0304503,5.237279,4,Feet,I was assigned to Aircraft X to do an Aircraft Service (ASE) because of a deferral to replace the Auto Pilot (AP) roll a…
5.281515,-1.7557577,4,Feet,Flight being radar vectored after departing Runway 04L at EWR. Given about two heading changes followed by a direct clea…
5.2138734,-1.6996146,4,Feet,While at the gate in [an] A319 basic aircraft we noticed that with the TERR PB (Push Button) selected; no TERR was displ…
5.6719265,2.8713377,1,Engine,Noticed #2 engine low oil quantity (8.0 quarts) near end of climb phase. Monitored decreasing quantity and coordinated w…
6.4871845,3.914051,2,Equipment List,On climb out; passing 17;500 ft; Marker warning 'FWD CARGO DOOR NOT CLOSED'. All other indications normal. Returned to t…
6.8662663,-0.01144663,2,Equipment List,When I examined the rudder rod ends to replace them with upgraded with grease fitting rod ends per Engineering Authoriza…
6.9920955,1.6395705,1,Engine,During cruise we noticed an annoying noise in the cockpit that only occurred after the aircraft leveled off in cruise fl…
5.309757,4.292533,1,Engine,This A/C (aircraft) has log history from the previous few days for the Engine 1 REVERSER FAULT. On previous flight we re…
0.6456808,1.977906,3,Odor,Before boarding we had a fuel leak that the mechanics eventually fixed. We took off and I could smell something minor bu…
3.6739585,4.5484185,2,Equipment List,Four times in the last 6 months; I have had a maintenance issue after leaving the gate and while still the ground; and M…
2.0443702,4.673038,1,Engine,Arriving at the Aircraft X; Marker FUEL IDG 2 COOL FAULT was displayed. Notified [maintenance]. The mechanic's first att…
0.52200663,2.7310479,3,Odor,I received the aircraft with a 'fume event' write-up from the previous captain. Contract maintenance subsequently arrive…
5.5282936,-1.0344073,4,Feet,IMC conditions on approach. Aircraft was configured to flaps 3; gear down; on glideslope autopilot and autothrottles on.…
4.7159066,-2.3798592,1,Engine,We were notified of a complete Flight Management Guidance Computer (Flight Management Guidance Computer ) dump by the fl…
5.0160656,4.8805294,1,Engine,Aircraft X was scheduled Remain Over Night (RON); aircraft was suspected to be completed prior to shift change so no tur…
2.9009535,4.355059,2,Equipment List,Aircraft returned to our gate due to high pressure valve on #1 engine fault. Plane returned and there was a group of 5 m…
7.8017263,6.2817802,3,Odor,I had just returned from the lavatory during the final stage of boarding and had just pushed the Auxiliary Power Unit st…
0.3796224,3.5189662,3,Odor,We had flown a 2 hour flight just prior to this flight. Prior to this flight; we had a min layover after flying from fou…
7.9433684,3.782223,1,Engine,During cruise we noticed the Green Hydraulic quantity gauge abnormally low. We checked Marker Hydraulic page and it conf…
7.2393894,4.6396117,1,Engine,On takeoff we were unable to raise the landing gear. We received and Marker stating we had a fault in the sensor. I can'…
4.6810308,3.3803785,1,Engine,The flight scheduled as maintenance ferry from to <Airport>. The aircraft was fueled for flight from to ZZZ2 so there wa…
3.5790677,4.456391,1,Engine,During start of the #1 engine; the start valve 'open' light did not illuminate yet the start switched latched and the st…
1.4089153,2.0339222,3,Odor,About 30 minutes after departure; I was notified by the Flight Attendants (FA) that they had a ill woman onboard; and wo…
0.42186284,3.861529,3,Odor,Due to reassignment we were given a 30 minute report with a 10 minute delayed brake release. During pre-flight planning;…
4.7649307,-1.6783481,4,Feet,I was made aware that our FMS database was incorrect. The date of the database was correct; however; the database number…
6.5525837,0.5023943,1,Engine,The aircraft was experiencing a vibration shortly after takeoff that neither the cockpit crew nor the cabin crew had exp…
4.2950287,7.3588367,2,Equipment List,Possible fuel leak; below minimum required fuel indicating; while several hundred miles out over ocean with no place to …
3.9216707,5.2414446,3,Odor,A deplaning passenger came up to me and showed me a picture of the Left Hand wing with a panel floating while in flight.…
8.300974,4.605531,1,Engine,We were delayed waiting for maintenance to taxi the aircraft to the gate. They had been working on the aircraft the last…
4.2012396,-0.043528635,4,Feet,I wrote up in the logbook the lack of heat on the cockpit floor. Both pilots had very cold feet at the top of descent wi…
8.09948,1.4343818,2,Equipment List,We were dispatched with an Minimum Equipment List Autothrust Inoperative and placarded appropriately. Crew briefing incl…
4.7464848,2.9975123,1,Engine,Data Very High Frequency radio 3 transmits bursts of data at low altitude on approach which is aurally picked up in VHF1…
8.009735,5.7274966,1,Engine,During preflight; maintenance responded to the aircraft based on my concern with a previous write-up: 'With aircraft par…
7.2353644,-0.46993038,2,Equipment List,I was assisting on a aileron servo change for Aircraft X. We were directed by maintenance control to change the servo on…
0.29460964,3.2051048,3,Odor,During preflight; the Auxiliary Power Unit was started to warm the cold cabin up. After a short period of time; an odor …
1.9437951,3.5325727,2,Equipment List,I was coming off the high side of the nitrogen cart; not focused that it was 100 PSI increments. Thinking it was 10 PSI …
4.812604,2.9628851,1,Engine,On takeoff in moderate rain and turbulence we noticed an unusual sound in our headset followed by Marker and loss of com…
4.3492513,3.7357101,4,Feet,At approximately XA40; I arrived at Aircraft X. Upon arrival; I contacted First Officer (First Officer  Heading HDG(S)) …
4.364982,-1.1592127,4,Feet,I was flying the aircraft at .79 Mach in managed cruise mode at FL390. We were cleared to FL240 twenty miles before the …
7.357617,2.7669518,1,Engine,Received an Automatic Communications Addressing & Reporting System from the captain of the flight asking me to call him.…
2.9629512,3.1902223,3,Odor,Arriving at the aircraft the cabin lights were at the dimmest setting. The escape path lights weren't glowing. Manually …
5.097923,4.704269,1,Engine,[Another maintenance personnel and myself] were assigned to Aircraft X. After accomplishment of check on aircraft we rea…
7.4302783,2.6008887,1,Engine,We first received an Marker message that the number 1 Compass Locator At  Outer had faulted. We wrote that up. Then late…
4.3475184,7.322825,1,Engine,Passing 18;000 on climbout noticed an unexplained decrease in right outer fuel quantity. Followed North N Quick Referenc…
5.9840794,0.85213834,1,Engine,During cruise First Officer (First Officer  Heading HDG(S)) noticed that the Number 2 Engine Fire push button light on t…
4.7034693,-2.3573759,4,Feet,While reviewing the maintenance status of our aircraft I saw there were multiple instances of FCU (Flight Control Unit) …
0.40070617,4.008443,3,Odor,On departure; #2 GEN faulted and would not reset. Complied with checklist and started Auxiliary Power Unit. During cruis…
7.980172,1.2526386,1,Engine,In 37+ years and 26000 hours of jet multi engine flight experience this report involves a first for me. After a runway l…
0.42002103,2.6367614,3,Odor,[Acrid] fumes filled the 1LR and 2LR galley at altitude of 7;000 feet. Same as former fume events. Acrid sweet dirty sme…
4.838807,6.591397,3,Odor,Cockpit preparation and boarding proceeded normally prior to this event. Upon completing the Before Start Checklist (abo…
4.0098844,7.5575795,1,Engine,At cruise we received an Marker alert that indicated we had LOW FUEL in the left outer (LO) tank. That tank showed to be…
2.594168,1.775179,1,Engine,Extract fan began making noise; eventually caused fumes in the cockpit; then during failure emitted smoke in the cockpit…
0.34861717,3.5505137,3,Odor,Just after taking our seats in [the cockpit] the aircraft lost electrical power. I looked at the overhead and noted that…
2.9829013,0.35163087,1,Engine,When inspecting the logbook I saw the number 2 pack was on deferral. Our first flight of the day was a normal flight. Th…
4.6635447,-0.80829436,4,Feet,In the descent to BZN; we were given direct KICDO (Initial Approach Fix on Compass Locator At  Outer 12) and a descent t…
1.5017239,2.0775936,4,Feet,We were a little more than halfway into our flight when our Flight Attendant (FA) called concerning a semi responsive 57…
7.653561,4.5234046,1,Engine,While on a visual approach at around 2000 feet I called for gear down and it failed to extend. The First Officer followe…
2.150846,3.0286796,1,Engine,On the takeoff roll; we had the Auto Thrust System (ATS) lever trip right around 80 knots. Both the captain and I heard …
4.984703,0.6139551,4,Feet,Enroute we asked to deviate for Weather (Weather). We were IMC and deviating; when our radios had a lot of static interf…
5.007316,1.7713809,1,Engine,Our dispatcher and the Maintenance Coordinator were very soon on line; and after describing our situation maintenance di…
8.161425,4.38789,1,Engine,After one hour in flight; Marker displayed WHEEL N/W STRG FAULT. This fault was not an Immediate Action nor an Marker Ex…
4.6979046,3.0607169,1,Engine,We experienced Very High Frequency data packet bursts interfering with primary communications during landing. We were in…
8.27003,4.5675597,1,Engine,We received a: 'Wheel N/W steering fault'; while en-route to <Airport  (Domestic)>. The North N Quick Reference Handbook…
1.825173,2.6428235,3,Odor,Maintenance had been called for when the First Officer (First Officer  Heading HDG(S)) was informed; during his pre-flig…
4.677829,4.835333,2,Equipment List,Aircraft was positioned from overnight maintenance; fueling truck approached right wing driving underwing towards fuelin…
4.02283,7.3986526,2,Equipment List,Our aircraft was fueled prior to the aircraft being powered by Battery or GPU. After powering up the aircraft and when v…
6.8631907,-1.3832501,3,Odor,During start of beverage service we were in aft galley; when suddenly we experienced severe clear air turbulence. The ca…
0.6643092,1.9264576,3,Odor,Before we even left; we had a fuel leak. It was eventually fixed and we departed for <Airport  (Domestic)>. On the climb…
0.7251549,2.0163827,3,Odor,About 10 minutes into boarding Captain called me into flight deck to confirm odor from fumes. Strong odor was detected i…
1.3854573,2.7066603,3,Odor,When we got to the gate the plane was late inbound. When we got on the plane the agent wanted to board right away. I che…
0.46971732,3.415758,3,Odor,On taxi in and deplaning process cabin filled with strong exhaust electrical burning smell. We deplaned everyone and qui…
1.5367733,1.8711574,3,Odor,During climb; Flight Attendant called and stated strong odor in aft cabin. Odor was like a dirty sock pack smell mixed w…
4.1097436,-1.3854866,4,Feet,We were instructed to descend via the [CLT] CHSLY2 Area Navigation arrival landing 18L. Prior to the top of descent; we …
4.321339,-1.1159749,4,Feet,At FL260 and with a speed restriction of 290 knots just before the fix BLUEJ we were instructed to descend via the CHSLY…
4.1242805,7.464236,2,Equipment List,Our aircraft had [a] deferral for the right inner tank fuel quantity indication. We had no working cockpit indication fo…
5.4537115,-0.90927666,1,Engine,Flew an Compass Locator At  Outer to runway XY. The set speed was hook plus 8 for the wind additive. Tower called winds …
4.2238255,-1.5581063,4,Feet,Cleared via the arrival into <Airport  (Domestic)>. Because we were filed at FL240 the Airbus being what it is dropped t…
8.011239,5.8461585,1,Engine,Following an otherwise normal preflight and pushback; we got a plethora of Marker messages and aural warnings  regarding…
0.5413273,2.3054032,3,Odor,Twenty seconds after takeoff the B flight attendant in the AFT galley called and informed me they were smelling a distin…
0.58667755,3.9506845,3,Odor,During briefing the First Officer and I were made aware of the Auxiliary Power Unit being inoperative. We discussed the …
6.537638,0.4264779,4,Feet,We were climbing through FL210 toward our cruise altitude of FL320. The flight plan planned a 335 kts/.80 Mach climb; to…
4.176973,-1.3990604,4,Feet,This is more a safety problem than a safety event; but an event also occurred because of the safety problem.Aircraft X w…
4.089604,-1.4239396,4,Feet,The exact same thing happened with this aircraft; only on a different arrival. Aircraft was landing LAX. Level at FL240.…
0.3524942,2.6709754,3,Odor,The captain and I smelled oil fumes (gym sock smell) climbing out. We went on oxygen. Around 18;000 feet the smell dissi…
0.4316199,2.8223755,3,Odor,On the climb out we noticed a faint strange odor that neither of us had smelled before. It was shortly after we had reco…
4.171571,1.3893679,1,Engine,Enroute at FL340 we heard a loud bang and the First Officer's front windscreen outer layer shattered (spidered). We donn…
8.343846,-1.103636,2,Equipment List,I flight planned the flight at my hotel room before we left to go to the airport. I saw that the aircraft had deferral f…
3.6080062,5.287043,2,Equipment List,CDL procedure requires right-hand #4 flap track fairing has proper lubrication and re-lubricate as required. Maintenance…
1.6531099,1.8954812,3,Odor,During climb out we noticed an odor in the cockpit that seemed to be like dirty socks or wet carpet. We asked flight att…
0.8486117,2.091523,3,Odor,Outbound crew noticed during their preflight duties an extremely potent smell near the aft section of aircraft. Flight A…
7.633214,1.6952952,1,Engine,I was pilot flying. Departing at intersection due to construction-shortened runway. Set takeoff thrust and the aircraft …
5.551497,-1.2752923,4,Feet,Since the [latest] upgrade to Jeppesen Flight Director  High Intensity Approach Light-Pro; the iPad battery consumption …
1.3208116,2.2353504,3,Odor,When aircraft was climbing after takeoff I experienced a feeling of a stall. I mentioned it to the flight attendant sitt…
4.1776047,-1.259168,4,Feet,We were cleared to descend via the CHSLY2 from an altitude above the BLUEJ FL270 and BURRZ 280 kts and FL270-FL240 restr…
2.9487243,5.111152,2,Equipment List,Flight called on the phone wanting to add an Minimum Equipment List. It was a flagged item so a mechanic had to go out t…
2.42751,2.1040828,3,Odor,Approximately 20-40 seconds after takeoff noted smoke entering cabin near over wing exits. Smoke continued to become thi…
0.7060767,2.040557,3,Odor,During boarding we noticed a sour musty burning odor coming from the gaskets in the aft galley. We notified the captain …
4.124358,-1.1910347,4,Feet,Flying the HLYWD1 arrival into LAX; LA Center cleared us to descend via. The First Officer; pilot flying set 12;000 in t…
3.0057528,0.014869235,4,Feet,I was the Pilot Monitoring on this leg. At approximately FL270 on the Anchr4 arrival the pressurization page popped up o…
0.7690596,2.365532,3,Odor,We were at the gate; running about five minutes late (past departure time) due to several maintenance items that were in…
5.6949425,-2.292343,4,Feet,Approaching White Sands Testing Area; Air Traffic Control warned us that 'Radar Jamming' was being tested/used. While at…
4.178685,-1.3799638,4,Feet,We were cleared to descend via the RAVNN 6 arrival and I had read the warning from the union about problems on this arri…
0.7249952,2.2498364,3,Odor,Immediately after gear retraction on the flight; the First Officer  Heading HDG(S) and I smelled a very strong odor of f…
7.372056,2.7071948,1,Engine,On approach and following a three leg day; Captain's iPad charge at 8% and First Officer's charge at 12%. With only one …
7.394583,2.6439257,1,Engine,In climb out; my Captain was lowering his sun visor in anticipation of climbing through clouds and mistakenly turned off…
4.6807294,-0.8314424,4,Feet,I believe we did everything correctly and this is a safety issue related to OEB XXX-X. At no point did I feel the contin…
2.5521746,1.932283,3,Odor,After takeoff and climbing through 3000ft; purser called to the cockpit warning us that there was a thick layer of light…
5.474492,-0.43048033,4,Feet,We were given a clearance to descend via the arrival into <Airport  (Domestic)> and were at FL370. We also were instruct…
6.4839215,2.174543,1,Engine,"While in cruise (FL350) we got an Marker on some Navigate, Navigation  (S,ING) anomaly; immediately followed by a FADEC …"
3.1165452,0.39768234,1,Engine,The climb out and cruise phases were uneventful. During descent out of FL290 we received a CABIN Pressure Emergency aler…
3.1084106,0.055885237,1,Engine,Before accepting the aircraft for a series of flights; I noticed during my logbook review that the aircraft had multiple…
5.7914743,0.821189,1,Engine,Upon receiving the flight papers for this aircraft we discussed the unusual nature of the history; that the Facility 2 (…
0.13785367,2.2691157,3,Odor,Upon take off I; the number 3 flight attendant; and the number 2 flight attendant noticed a distinct dirty sock; mildew …
1.9743371,1.9911487,3,Odor,We were cleared for takeoff [at a foreign airport] and as we rolled out onto the runway; Marker activated the fuel page …
2.0066311,2.0315208,3,Odor,We had departed <Airport  (Domestic)>; climbing above 18000 we noticed a strong electrical smell burning odor. The numbe…
4.419311,0.46083885,1,Engine,On climb out passing 10;500 feet Association Mean Sea Level at climb power; Pilot Flying identified FUEL CLOG light illu…
5.8405356,-0.37173474,4,Feet,Aircraft had Auto Pilot #1 inoperative; Flight Management Guidance Computer  #1 failure; #1 Nav Display failure; and pre…
4.9675603,-1.3626237,1,Engine,While level at 14;000 ft inbound to [destination]; we experienced a dual nav failure. The only Engine Indicating and Cre…
5.0278225,-1.2686111,4,Feet,Descending to 14;000 feet; with Center. Lost F-PLN on FMS. Notified Center of loss of navigation capability and asked fo…
3.7082925,-0.7793247,4,Feet,The Captain started the descent into CYYC at the top of descent for the altitudes that were programmed into the Flight M…
0.29550704,2.5493321,3,Odor,We started up engine 1 during push-back and could smell a hint of an exhaust like smell. The smell is usually normal but…
2.1626406,1.8212026,3,Odor,During taxi-in to the ramp the First Officer  Heading HDG(S) and I noticed a mild burning smell with no cockpit indicati…
0.49751347,4.3512473,1,Engine,We taxied out and we're on the ramp with Ground when ALL flight instrument and Marker screens along with Control Panel l…
8.674009,5.396456,4,Feet,Delayed at gate 45 for traffic in the alley; then pushed and started both engines. Idle thrust with ramp weight at appro…
1.1635395,2.292659,3,Odor,When we reached cruise and about 15 minutes  later the aft Flight Attendant (FA) called to report a sulfur smell in the …
8.587503,1.413784,1,Engine,During takeoff plane began going to left. Heard clicking noise repetitively. Captain rejected takeoff. Around 100-ish kn…
4.712528,6.3012867,1,Engine,A321 was on a flight to <Airport  (Domestic)>. The pilot called the tower to report a loss of Yellow Hydraulic system in…
8.128613,0.15815285,1,Engine,After takeoff from <Airport  (Domestic)>; the flaps did not respond to being selected from Flaps 2 to Flaps 1.  Shortly …
0.951225,3.6372168,3,Odor,We started both engines on the Auxiliary Power Unit after push and expected a quick taxi to XXR. We then were directed t…
2.8292162,3.1107183,3,Odor,We hit turbulence in while working in the aft of our A321 and there are only 2 single jumpseats in rear of aircraft when…
2.8591413,3.1408722,3,Odor,My first time working on the Airbus 321 at [Company]. There are typically 3 flight attendants working the main cabin. We…
7.568338,2.8350081,1,Engine,During cruise flight; we had several electrical malfunctions. Some we could correct and some we couldn't. Lost #1 Approa…
8.302145,1.5990937,1,Engine,When I was adding power for takeoff; the plane began to pull to the right. I realized the right engine was spooling up s…
8.268645,4.8034267,1,Engine,On climb out we received an Marker for loss of Anti-skid; nose wheel steering; normal brakes and auto brakes; and my [ma…
5.2305484,-1.0968649,4,Feet,I am a new hire on Initial Operating Experience and was paired with a company check airman. I as the First Officer  Head…
4.6689053,5.085423,2,Equipment List,Flexible braided line above gear failed. Replaced with line from [another] hydraulic kit. Asked [service] desk if I shou…
4.0085435,5.3885555,3,Odor,On walk around crew noticed the rubber seals on the top of the rear Nose Landing Gear vertical door installed backwards.…
2.8901794,5.1486664,2,Equipment List,The Minimum Equipment List/CDL/NEF (Non-Essential for Flight) manual preamble allows deferral stickers to be wrapped aro…
0.7095112,2.7086692,3,Odor,In my case [on two separate incidents] the solution [the company] applied to an oily fumes event was to address the sour…
1.4156694,2.5510156,3,Odor,During the deplaning process catering came on board and provisioned the aircraft. After removing the last cart the cater…
6.60923,1.1957433,1,Engine,We departed <Airport  (Domestic)> 2.5 hours late after extensive on gate and taxi delays due to thunderstorms impacting …
6.658602,0.9308944,3,Odor,At 37;000 Association Mean Sea Level and approximately 380 Nautical Mile from destination received communication from Fl…
2.9158165,4.491355,2,Equipment List,This is an informational report; we did not deviate from any policies or procedures. We flew the aircraft with Minimum E…
0.42380947,3.5441792,3,Odor,Aircraft had an Aft Lav inop due to a waste can flapper valve and the Auxiliary Power Unit bleed inop. At the time I con…
5.63216,5.220251,4,Feet,After block in I dropped my ink pen; it bounced off my shoe and went through the large hole beneath the footrest.  The A…
8.416318,5.0848994,1,Engine,First Officer  Heading HDG(S) (First Officer) was pilot flying I was pilot monitoring. Pilot Flying called for auto brak…
6.818263,-0.43088093,1,Engine,During initial climb out the aircraft was noticeably flying out of trim. The captain hand flew the aircraft up to 18000 …
1.4192388,2.058605,3,Odor,During inflight medical emergency; tourniquet discovered missing from sealed IMK (Inflight Medical Kit). Additionally; n…
4.450232,5.3357916,3,Odor,It was a normal morning. Inspected the cockpit and log book and found nothing out of the ordinary. I did the walk around…
1.4505023,2.0363436,1,Engine,About 25 minutes prior to landing we received a call from the Flight Attendant (FA) that [a] passenger was having troubl…
6.6698256,-0.5596541,1,Engine,After takeoff and flying heading 120 I made the comment that the aircraft was not flying correctly. As we continued to c…
-0.008925057,2.7432537,3,Odor,When we [were] leaving [the departure airport] and performing demo; we smelt a faint odor of dirty socks. It quickly dis…
4.8036704,4.7921815,1,Engine,After working full shift; I was dispatched to <Airport  (Domestic)> to recover aircraft. I was told it was a lightning s…
0.03478275,2.7826958,3,Odor,Upon entering the jet bridge the F/As (Flight Attendants) and I noticed a strong 'dirty sock' odor approximately 30 ft f…
4.1602106,-1.1267697,4,Feet,Aircraft X checked in descending via the Standard Terminal Arrival Route landing north and reported their altitude as 18…
